"Región,""PA"",""Nombre"",""Provincia"",""Distrito"",""Corregimiento"",""01/07"",""02/07"",""03/07"",""04/07"",""05/07"",""06/07"",""07/07"",""08/07"",""09/07"",""10/07"",""11/07"",""12/07"",""13/07"",""14/07"",""15/07"",""16/07"",""17/07"",""18/07"",""19/07"",""20/07"",""21/07"",""22/07"",""23/07"",""24/07"",""25/07"",""26/07"",""27/07"",""28/07"",""29/07"",""30/07"",""31/07"""
"1,""1380"",""CEBG Nievecita"",""Bocas del Toro"",""Changuinola"",""Las Tablas"",""19"",""23"",""23"",""21"",""21"",""17"",""21"",""23"",""22"",""22"",""24"",""21"",""25"",""20"",""23"",""20"",""25"",""23"",""27"",""30"",""23"",""20"",""28"",""32"",""30"",""27"",""23"",""24"",""24"",""20"",""26"""
"3,""1381"",""Agencia de Caja de Seguro Social"",""Los Santos"",""Las Tablas"",""Las Tablas"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""2"""
"3,""1382"",""CENTRO DE SALUD POCRI"",""Coclé"",""Aguadulce"",""Pocrí"",""2"",""5"",""7"",""4"",""4"",""4"",""4"",""2"",""2"",""8"",""4"",""4"",""3"",""5"",""2"",""3"",""5"",""6"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""5"",""10"",""5"",""3"",""8"""
"3,""1383"",""Policlínica San Juan"",""Coclé"",""Natá"",""Natá"",""3"",""2"",""2"",""3"",""2"",""5"",""4"",""3"",""5"",""2"",""6"",""4"",""3"",""5"",""1"",""2"",""2"",""3"",""4"",""3"",""4"",""1"",""2"",""3"",""2"",""2"",""4"",""3"",""1"",""1"",""1"""
"3,""1384"",""Centro de Salud Chitré"",""Herrera"",""Chitré"",""Chitré"",""3"",""0"",""8"",""8"",""10"",""8"",""7"",""0"",""0"",""8"",""10"",""8"",""7"",""7"",""0"",""3"",""6"",""7"",""7"",""8"",""6"",""0"",""0"",""11"",""7"",""10"",""9"",""8"",""1"",""1"",""7"""
"3,""1385"",""Museo El Caño"",""Coclé"",""Natá"",""El Caño"",""0"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""2"",""1"",""1"",""1"",""1"",""1"""
"3,""1386"",""CEBG Los Canelos"",""Herrera"",""Santa María"",""Los Canelos"",""1"",""3"",""0"",""3"",""1"",""1"",""1"",""0"",""2"",""1"",""1"",""0"",""2"",""1"",""1"",""0"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""3"",""1"",""2"",""2"",""3"",""2"",""0"",""2"""
"3,""1388"",""Palacio Municipal Pablo Jaén"",""Los Santos"",""Pedasí"",""Pedasí"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1389"",""Corregiduría de Bejuco"",""Panamá Oeste"",""Chame"",""Bejuco"",""2"",""2"",""3"",""3"",""2"",""1"",""2"",""1"",""2"",""3"",""3"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""0"",""3"",""3"",""5"",""1"",""1"",""2"",""1"",""3"""
"3,""1390"",""CEBG ANA POLO TAPIA"",""Coclé"",""Aguadulce"",""San Juan Bautista de Aguadulce"",""1"",""0"",""3"",""3"",""3"",""4"",""4"",""2"",""2"",""3"",""2"",""2"",""2"",""1"",""1"",""2"",""3"",""4"",""4"",""3"",""3"",""2"",""1"",""4"",""4"",""3"",""4"",""2"",""1"",""1"",""2"""
"3,""1394"",""Junta Comunal de Chitré"",""Herrera"",""Chitré"",""Llano Bonito"",""5"",""5"",""3"",""5"",""5"",""4"",""4"",""5"",""3"",""3"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""3"""
"1,""1395"",""Centro de Bellas Artes"",""Chiriquí"",""David"",""San José de David"",""3"",""1"",""0"",""0"",""0"",""0"",""0"",""3"",""1"",""0"",""0"",""0"",""0"",""0"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""2"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1396"",""Municipio de Penonomé"",""Coclé"",""Penonomé"",""Penonomé"",""4"",""3"",""4"",""6"",""4"",""4"",""5"",""4"",""3"",""5"",""6"",""4"",""4"",""5"",""4"",""4"",""4"",""0"",""0"",""5"",""6"",""7"",""3"",""6"",""7"",""6"",""4"",""5"",""7"",""3"",""4"""
"3,""1397"",""Mercado del Valle de Antón"",""Coclé"",""Antón"",""El Valle"",""11"",""12"",""12"",""11"",""9"",""10"",""12"",""9"",""10"",""2"",""9"",""10"",""11"",""13"",""10"",""8"",""9"",""10"",""10"",""11"",""12"",""14"",""12"",""11"",""13"",""12"",""11"",""9"",""12"",""10"",""11"""
"3,""1398"",""Centro Educativo Guillermo Endara"",""Panamá Oeste"",""La Chorrera"",""Playa Leona"",""0"",""1"",""0"",""3"",""4"",""5"",""5"",""0"",""1"",""3"",""5"",""5"",""5"",""4"",""0"",""0"",""2"",""3"",""4"",""4"",""4"",""0"",""0"",""4"",""2"",""3"",""4"",""0"",""0"",""0"",""4"""
"1,""1400"",""Policía Nacional Río de Jesús"",""Veraguas"",""Rio de Jesús"",""La Ermita de Río de Jesús"",""2"",""5"",""4"",""3"",""3"",""2"",""6"",""2"",""4"",""5"",""4"",""4"",""5"",""6"",""4"",""7"",""6"",""5"",""5"",""4"",""5"",""8"",""4"",""6"",""5"",""5"",""6"",""6"",""4"",""2"",""5"""
"3,""1401"",""Escuela Ollas Abajo"",""Panamá Oeste"",""Capira"",""Las Ollas Arriba"",""3"",""4"",""3"",""4"",""3"",""0"",""0"",""0"",""5"",""1"",""2"",""0"",""2"",""3"",""2"",""4"",""0"",""1"",""2"",""2"",""2"",""1"",""2"",""3"",""3"",""3"",""1"",""1"",""1"",""3"",""1"""
"3,""1402"",""CEBG Llano Grande"",""Coclé"",""La Pintada"",""Llano Grande"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""2"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"""
"3,""1403"",""CEBG José Nadal Silva"",""Coclé"",""La Pintada"",""La Pintada"",""0"",""0"",""1"",""2"",""1"",""1"",""1"",""0"",""3"",""1"",""2"",""2"",""1"",""1"",""0"",""0"",""1"",""1"",""3"",""2"",""3"",""0"",""7"",""2"",""2"",""1"",""3"",""1"",""0"",""2"",""2"""
"3,""1404"",""Escuela Embarcadero de Cascajal"",""Coclé"",""La Pintada"",""Llano Grande"",""4"",""3"",""4"",""4"",""4"",""7"",""4"",""5"",""3"",""4"",""4"",""4"",""4"",""5"",""3"",""4"",""5"",""5"",""4"",""4"",""3"",""4"",""3"",""4"",""5"",""3"",""4"",""3"",""4"",""3"",""4"""
"3,""1405"",""Parque de la Iglesia de San Francisco"",""Panamá Oeste"",""La Chorrera"",""Barrio Colón"",""3"",""2"",""3"",""1"",""2"",""2"",""4"",""2"",""4"",""2"",""2"",""4"",""3"",""3"",""1"",""2"",""3"",""4"",""3"",""4"",""4"",""3"",""4"",""3"",""2"",""2"",""4"",""4"",""3"",""3"",""3"""
"3,""1406"",""Escuela La Nueva Arenosa"",""Panamá Oeste"",""Capira"",""La Trinidad"",""1"",""2"",""8"",""8"",""7"",""6"",""7"",""11"",""17"",""3"",""7"",""12"",""15"",""12"",""6"",""5"",""10"",""12"",""11"",""10"",""10"",""11"",""10"",""8"",""8"",""10"",""8"",""10"",""2"",""10"",""6"""
"3,""1407"",""CEBG Villa Carmen (MINA)"",""Coclé"",""Penonomé"",""Toabré"",""0"",""2"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""2"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""1409"",""Flor de Anis"",""Comarca Ngäbe-Buglé"",""Nole Düima"",""Hato Chamí"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""4"",""6"",""1"",""4"",""5"",""10"",""8"",""4"""
"1,""1410"",""CEBG Llano Tugrí"",""Comarca Ngäbe-Buglé"",""Müna"",""Peña Blanca"",""19"",""13"",""33"",""29"",""20"",""20"",""20"",""12"",""25"",""17"",""32"",""21"",""27"",""15"",""4"",""19"",""11"",""29"",""23"",""19"",""32"",""18"",""32"",""28"",""28"",""35"",""35"",""36"",""12"",""22"",""18"""
"1,""1411"",""Municipio de Münä"",""Comarca Ngäbe-Buglé"",""Müna"",""Chichica"",""1"",""1"",""2"",""3"",""1"",""1"",""3"",""3"",""2"",""3"",""2"",""3"",""2"",""2"",""1"",""1"",""2"",""3"",""2"",""3"",""2"",""2"",""1"",""3"",""4"",""2"",""3"",""1"",""2"",""2"",""4"""
"2,""1412"",""Cuerpo de Bomberos Juan Antonio Guizado"",""Panamá"",""Panamá"",""Santa Ana"",""9"",""8"",""7"",""7"",""10"",""10"",""12"",""11"",""19"",""8"",""10"",""9"",""7"",""10"",""10"",""11"",""8"",""8"",""12"",""9"",""10"",""13"",""18"",""8"",""7"",""10"",""11"",""13"",""16"",""18"",""9"""
"2,""1413"",""Cuartel de Bomberos Cmdte. Julio Salas"",""Colón"",""Colón"",""Sabanitas"",""3"",""3"",""4"",""4"",""3"",""3"",""4"",""3"",""3"",""3"",""4"",""3"",""2"",""4"",""3"",""3"",""3"",""5"",""3"",""2"",""3"",""4"",""3"",""3"",""4"",""4"",""3"",""3"",""3"",""2"",""4"""
"2,""1414"",""Escuela Nuevo Paraiso"",""Colón"",""Colón"",""Salamanca"",""1"",""0"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""3"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""0"",""2"""
"2,""1415"",""Centro de Salud Patricia Duncan"",""Colón"",""Colón"",""Barrio Norte"",""17"",""12"",""11"",""12"",""12"",""13"",""14"",""16"",""14"",""17"",""15"",""17"",""12"",""12"",""13"",""10"",""13"",""10"",""12"",""17"",""16"",""12"",""14"",""17"",""20"",""16"",""15"",""19"",""20"",""13"",""18"""
"1,""1416"",""CEBG Los Algarrobos Arriba"",""Chiriquí"",""Dolega"",""Los Algarrobos"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"",""1"""
"1,""1418"",""SENAFRONT Progreso"",""Chiriquí"",""Barú"",""Progreso"",""7"",""6"",""8"",""7"",""6"",""6"",""7"",""7"",""7"",""8"",""6"",""3"",""4"",""6"",""2"",""2"",""5"",""6"",""6"",""8"",""5"",""6"",""7"",""6"",""6"",""6"",""5"",""5"",""4"",""3"",""4"""
"1,""1419"",""CEBG Quebrada Cayuco"",""Comarca Ngäbe-Buglé"",""Jirondai"",""Samboa"",""0"",""0"",""1"",""3"",""7"",""7"",""10"",""8"",""7"",""5"",""1"",""7"",""6"",""7"",""8"",""7"",""7"",""6"",""8"",""7"",""8"",""4"",""7"",""1"",""4"",""6"",""5"",""6"",""5"",""7"",""4"""
"2,""1422"",""Escuela Primaria Gatuncillo"",""Colón"",""Colón"",""Buena Vista"",""8"",""8"",""8"",""12"",""8"",""9"",""8"",""6"",""8"",""6"",""5"",""8"",""6"",""10"",""5"",""7"",""4"",""7"",""7"",""8"",""10"",""6"",""5"",""7"",""6"",""5"",""5"",""6"",""3"",""3"",""11"""
"2,""1423"",""Autoridad Nacional para la Innovación Gubernamental"",""Panamá"",""Panamá"",""Bella Vista"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""2"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""2"",""2"",""1"",""3"",""1"",""0"",""1"",""1"",""0"",""2"",""1"",""2"",""0"",""1"""
"2,""1425"",""Instituto Fermín Naudeau"",""Panamá"",""Panamá"",""Bella Vista"",""3"",""0"",""15"",""17"",""20"",""5"",""1"",""3"",""0"",""8"",""2"",""2"",""1"",""3"",""4"",""0"",""13"",""14"",""15"",""15"",""17"",""6"",""0"",""14"",""13"",""15"",""16"",""10"",""2"",""0"",""21"""
"2,""1426"",""Centro de Salud Las Margaritas"",""Panamá"",""Chepo"",""Las Margaritas"",""6"",""4"",""5"",""5"",""3"",""7"",""5"",""2"",""2"",""4"",""7"",""7"",""7"",""6"",""2"",""3"",""7"",""7"",""5"",""5"",""5"",""0"",""2"",""5"",""1"",""7"",""7"",""7"",""0"",""1"",""5"""
"2,""1427"",""Primer Ciclo Louis Martin"",""Panamá"",""San Miguelito"",""Amelia Denis de Icaza"",""0"",""3"",""3"",""3"",""4"",""2"",""6"",""1"",""0"",""3"",""2"",""3"",""3"",""2"",""0"",""0"",""5"",""4"",""3"",""3"",""5"",""1"",""2"",""4"",""5"",""4"",""4"",""3"",""1"",""0"",""4"""
"1,""1430"",""Escuela Calovébora"",""Comarca Ngäbe-Buglé"",""Santa Catalina o Calovébora"",""Santa Catalina o Calovébora"",""7"",""10"",""9"",""8"",""7"",""7"",""8"",""8"",""6"",""6"",""7"",""7"",""7"",""6"",""6"",""8"",""8"",""7"",""8"",""8"",""9"",""9"",""8"",""4"",""6"",""7"",""6"",""6"",""7"",""5"",""7"""
"3,""1431"",""Escuela Elizabeth Flores de Herrera"",""Coclé"",""Antón"",""Río Hato"",""3"",""2"",""2"",""2"",""2"",""3"",""4"",""4"",""5"",""2"",""4"",""4"",""2"",""3"",""2"",""3"",""2"",""4"",""3"",""3"",""2"",""2"",""3"",""4"",""4"",""5"",""6"",""3"",""6"",""4"",""4"""
"2,""1432"",""Escuela Peñas Blancas"",""Panamá"",""Panamá"",""Chilibre"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"""
"3,""1433"",""BOMBEROS DE OCÚ"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""6"",""2"",""4"",""4"",""4"",""3"",""4"",""5"",""4"",""2"",""3"",""4"",""4"",""8"",""3"",""3"",""5"",""3"",""1"",""2"",""5"",""5"",""5"",""3"",""3"",""3"",""3"",""2"",""3"",""3"",""2"""
"3,""1434"",""Centro de Salud de Las Minas"",""Herrera"",""Las Minas"",""Las Minas"",""5"",""5"",""9"",""10"",""13"",""7"",""11"",""12"",""7"",""8"",""9"",""9"",""10"",""11"",""9"",""8"",""11"",""9"",""10"",""8"",""10"",""10"",""10"",""15"",""12"",""13"",""11"",""15"",""9"",""7"",""15"""
"3,""1435"",""Centro de Salud de Santa María"",""Herrera"",""Santa María"",""Santa María"",""1"",""3"",""10"",""8"",""6"",""7"",""6"",""2"",""0"",""4"",""6"",""11"",""8"",""7"",""2"",""0"",""5"",""6"",""5"",""5"",""7"",""0"",""2"",""7"",""4"",""7"",""3"",""4"",""0"",""2"",""5"""
"3,""1436"",""INADEH CHITRÉ"",""Herrera"",""Chitré"",""Chitré"",""1"",""1"",""4"",""4"",""5"",""6"",""3"",""1"",""1"",""3"",""4"",""4"",""2"",""4"",""1"",""0"",""3"",""6"",""4"",""3"",""4"",""1"",""0"",""4"",""5"",""6"",""4"",""4"",""2"",""1"",""4"""
"3,""1437"",""MINSA - CAPSI de Pesé"",""Herrera"",""Pesé"",""Pesé"",""1"",""1"",""6"",""4"",""4"",""2"",""5"",""3"",""1"",""3"",""4"",""5"",""5"",""5"",""1"",""1"",""4"",""4"",""5"",""3"",""4"",""2"",""1"",""3"",""3"",""5"",""3"",""4"",""1"",""1"",""3"""
"3,""1438"",""MINSA - CAPSI Ocu"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""2"",""1"",""12"",""8"",""9"",""6"",""9"",""4"",""6"",""9"",""8"",""12"",""14"",""8"",""3"",""2"",""6"",""5"",""8"",""8"",""8"",""3"",""3"",""10"",""10"",""6"",""8"",""10"",""5"",""2"",""10"""
"1,""1440"",""HOSPITAL DE CHIRIQUI GRANDE"",""Bocas del Toro"",""Chiriquí Grande"",""Rambala"",""6"",""4"",""9"",""15"",""15"",""12"",""14"",""4"",""2"",""10"",""16"",""13"",""9"",""18"",""10"",""6"",""8"",""16"",""11"",""5"",""7"",""2"",""3"",""11"",""13"",""13"",""8"",""14"",""9"",""3"",""8"""
"1,""1441"",""CAPSI de Dolega"",""Chiriquí"",""Dolega"",""Los Anastacios"",""2"",""2"",""7"",""6"",""3"",""4"",""4"",""2"",""2"",""5"",""5"",""4"",""5"",""5"",""1"",""2"",""8"",""6"",""7"",""5"",""5"",""1"",""1"",""6"",""3"",""5"",""4"",""8"",""1"",""1"",""5"""
"1,""1442"",""Centro de Salud de Boquete"",""Chiriquí"",""Boquete"",""Bajo Boquete"",""3"",""4"",""3"",""5"",""5"",""4"",""4"",""3"",""3"",""3"",""5"",""4"",""3"",""4"",""3"",""4"",""2"",""2"",""4"",""3"",""4"",""6"",""4"",""5"",""3"",""4"",""4"",""3"",""4"",""3"",""3"""
"1,""1443"",""Parque Central del Distrito de Remedios"",""Chiriquí"",""Remedios"",""Remedios"",""6"",""2"",""1"",""2"",""2"",""2"",""2"",""5"",""2"",""2"",""7"",""4"",""2"",""3"",""5"",""3"",""3"",""6"",""2"",""4"",""4"",""8"",""7"",""3"",""2"",""4"",""5"",""0"",""0"",""0"",""0"""
"1,""1444"",""MINSA - CAPSI de Volcán"",""Chiriquí"",""Tierras Altas"",""Volcán"",""3"",""2"",""6"",""4"",""7"",""8"",""5"",""1"",""1"",""7"",""7"",""5"",""4"",""5"",""1"",""2"",""5"",""7"",""6"",""7"",""6"",""4"",""2"",""8"",""8"",""6"",""7"",""5"",""6"",""3"",""5"""
"3,""1446"",""BANCO DE DESARROLLO AGROPECUARIO DE NATÁ"",""Coclé"",""Natá"",""Natá"",""1"",""1"",""3"",""2"",""1"",""3"",""4"",""4"",""2"",""3"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""4"",""4"",""0"",""1"",""2"",""2"",""2"",""3"",""2"",""3"",""2"",""4"""
"3,""1448"",""Hospital Materno Infantil El Valle"",""Coclé"",""Antón"",""Antón"",""4"",""5"",""6"",""7"",""6"",""8"",""8"",""7"",""9"",""6"",""5"",""8"",""9"",""6"",""4"",""3"",""8"",""9"",""7"",""7"",""4"",""5"",""7"",""13"",""10"",""7"",""9"",""8"",""6"",""7"",""6"""
"3,""1451"",""Centro de Salud El Espino"",""Panamá Oeste"",""La Chorrera"",""Santa Rita"",""2"",""2"",""10"",""11"",""9"",""6"",""6"",""2"",""4"",""7"",""8"",""8"",""12"",""10"",""3"",""4"",""10"",""7"",""10"",""10"",""6"",""3"",""4"",""6"",""8"",""8"",""9"",""11"",""2"",""5"",""10"""
"3,""1452"",""Centro de Salud Nuevo Arraiján Artemio Jaén"",""Panamá Oeste"",""Arraiján"",""Vista Alegre"",""3"",""4"",""4"",""4"",""1"",""4"",""3"",""3"",""3"",""6"",""5"",""6"",""6"",""6"",""2"",""1"",""6"",""5"",""4"",""5"",""5"",""3"",""3"",""9"",""7"",""8"",""6"",""6"",""3"",""1"",""3"""
"3,""1453"",""Centro de Salud Rosa Tazón"",""Panamá Oeste"",""Chame"",""Chame"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""2"",""2"",""3"",""2"",""1"",""1"",""1"",""2"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""0"""
"3,""1454"",""COLEGIO PEDRO PABLO SANCHEZ #2"",""Panamá Oeste"",""La Chorrera"",""Barrio Balboa"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1455"",""Policlínica Dr. Blas Gómez Chetro"",""Panamá Oeste"",""Arraiján"",""Arraiján"",""2"",""1"",""3"",""3"",""2"",""3"",""3"",""1"",""0"",""2"",""1"",""3"",""2"",""2"",""0"",""0"",""3"",""2"",""1"",""0"",""0"",""0"",""2"",""4"",""3"",""1"",""1"",""0"",""1"",""0"",""3"""
"3,""1456"",""ULAPS San José"",""Panamá Oeste"",""San Carlos"",""San José"",""1"",""0"",""2"",""3"",""2"",""3"",""2"",""1"",""1"",""3"",""2"",""4"",""3"",""2"",""1"",""1"",""3"",""3"",""4"",""3"",""4"",""2"",""2"",""4"",""3"",""3"",""2"",""2"",""1"",""1"",""2"""
"3,""1457"",""ULAPS Vista Alegre "",""Panamá Oeste"",""Arraiján"",""Vista Alegre"",""2"",""1"",""2"",""2"",""3"",""1"",""3"",""2"",""2"",""3"",""5"",""4"",""4"",""1"",""0"",""0"",""2"",""3"",""1"",""0"",""0"",""2"",""2"",""2"",""2"",""3"",""2"",""3"",""1"",""2"",""2"""
"1,""1458"",""CAPSI La Mata"",""Veraguas"",""Santiago"",""Carlos Santana Ávila"",""5"",""1"",""9"",""10"",""6"",""4"",""7"",""4"",""3"",""6"",""8"",""7"",""6"",""8"",""3"",""1"",""7"",""7"",""10"",""8"",""7"",""6"",""0"",""9"",""2"",""9"",""9"",""12"",""8"",""4"",""5"""
"1,""1459"",""Centro de Salud de San Francisco"",""Veraguas"",""San Francisco"",""San Francisco de la Montaña"",""4"",""3"",""5"",""7"",""4"",""6"",""6"",""6"",""3"",""6"",""7"",""4"",""6"",""6"",""4"",""4"",""8"",""4"",""10"",""10"",""11"",""4"",""4"",""4"",""7"",""9"",""7"",""8"",""6"",""4"",""5"""
"1,""1460"",""Parque de Rio de Jesus"",""Veraguas"",""Rio de Jesús"",""La Ermita de Río de Jesús"",""3"",""1"",""0"",""1"",""1"",""0"",""2"",""0"",""2"",""6"",""2"",""3"",""2"",""4"",""7"",""11"",""3"",""5"",""1"",""1"",""2"",""1"",""1"",""3"",""4"",""4"",""2"",""3"",""3"",""3"",""3"""
"1,""1461"",""Municipio de Rio de Jesus"",""Veraguas"",""Rio de Jesús"",""La Ermita de Río de Jesús"",""1"",""2"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""2"",""1"",""4"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""0"""
"2,""1462"",""Escuela Mamitupu"",""Comarca Guna Yala"",""Comarca Guna Yala"",""Ailigandí"",""7"",""6"",""0"",""10"",""11"",""10"",""13"",""12"",""10"",""11"",""7"",""9"",""11"",""12"",""10"",""5"",""9"",""9"",""13"",""10"",""13"",""13"",""13"",""12"",""13"",""13"",""12"",""12"",""13"",""12"",""13"""
"2,""1463"",""Escuela San Ignacio de Tupile"",""Comarca Guna Yala"",""Comarca Guna Yala"",""Ailigandí"",""4"",""3"",""9"",""8"",""8"",""3"",""11"",""9"",""3"",""9"",""4"",""8"",""7"",""1"",""8"",""5"",""10"",""10"",""10"",""11"",""14"",""0"",""4"",""13"",""3"",""8"",""9"",""9"",""13"",""7"",""2"""
"2,""1464"",""Centro Regional Universitario Colon"",""Colón"",""Colón"",""Cristóbal"",""1"",""1"",""5"",""6"",""7"",""4"",""8"",""1"",""0"",""7"",""5"",""4"",""6"",""6"",""2"",""0"",""5"",""6"",""5"",""6"",""4"",""1"",""0"",""4"",""5"",""6"",""3"",""5"",""1"",""0"",""0"""
"2,""1465"",""Escuela Simon Urbina"",""Colón"",""Colón"",""Cristóbal"",""0"",""1"",""4"",""4"",""3"",""5"",""0"",""1"",""11"",""2"",""6"",""6"",""4"",""3"",""0"",""0"",""2"",""22"",""23"",""23"",""1"",""2"",""2"",""17"",""15"",""17"",""19"",""18"",""1"",""1"",""24"""
"2,""1466"",""IFARHU Colón"",""Colón"",""Colón"",""Cristóbal"",""1"",""1"",""2"",""3"",""2"",""4"",""1"",""2"",""1"",""2"",""4"",""4"",""4"",""4"",""1"",""2"",""4"",""3"",""3"",""3"",""3"",""2"",""2"",""3"",""6"",""3"",""5"",""4"",""3"",""3"",""4"""
"2,""1467"",""Policlinica Hugo Spadafora"",""Colón"",""Colón"",""Cristóbal Este"",""4"",""1"",""19"",""12"",""12"",""15"",""20"",""4"",""1"",""19"",""16"",""16"",""19"",""16"",""1"",""1"",""15"",""15"",""14"",""16"",""19"",""3"",""1"",""21"",""19"",""20"",""21"",""18"",""3"",""1"",""17"""
"2,""1468"",""Parque Barriada Nueva Providencia"",""Colón"",""Colón"",""Nueva Providencia"",""8"",""8"",""8"",""4"",""4"",""4"",""6"",""7"",""10"",""6"",""5"",""8"",""6"",""9"",""6"",""10"",""5"",""6"",""5"",""6"",""5"",""8"",""11"",""2"",""5"",""10"",""9"",""8"",""3"",""3"",""3"""
"2,""1469"",""Escuela Pablo Arosemena"",""Colón"",""Colón"",""Barrio Norte"",""4"",""10"",""9"",""9"",""5"",""7"",""4"",""3"",""6"",""6"",""10"",""5"",""4"",""4"",""4"",""4"",""4"",""5"",""4"",""6"",""4"",""2"",""3"",""6"",""6"",""5"",""5"",""5"",""6"",""6"",""9"""
"2,""1470"",""Policentro de Salud Juan A. Nuñez"",""Colón"",""Colón"",""Barrio Sur"",""13"",""10"",""16"",""17"",""16"",""15"",""13"",""11"",""9"",""14"",""22"",""17"",""17"",""18"",""9"",""7"",""10"",""12"",""15"",""12"",""15"",""4"",""4"",""17"",""12"",""15"",""18"",""19"",""1"",""0"",""0"""
"2,""1471"",""Área frente a MIVI Altos del Lago"",""Colón"",""Colón"",""Cristóbal Este"",""3"",""5"",""7"",""8"",""9"",""10"",""9"",""5"",""2"",""13"",""10"",""13"",""15"",""11"",""5"",""3"",""9"",""12"",""11"",""13"",""11"",""9"",""6"",""12"",""12"",""13"",""16"",""9"",""5"",""5"",""10"""
"2,""1472"",""Cuartel de Bomberos Altos del Lago"",""Colón"",""Colón"",""Cristóbal Este"",""10"",""10"",""15"",""12"",""17"",""16"",""17"",""21"",""21"",""18"",""18"",""22"",""18"",""19"",""16"",""15"",""16"",""14"",""17"",""17"",""21"",""18"",""18"",""19"",""17"",""21"",""19"",""22"",""23"",""24"",""27"""
"2,""1474"",""Campus Harmodio Arias Madrid"",""Panamá"",""Panamá"",""Bella Vista"",""1"",""0"",""10"",""11"",""10"",""9"",""11"",""2"",""1"",""8"",""6"",""12"",""8"",""13"",""1"",""0"",""11"",""9"",""10"",""2"",""8"",""1"",""1"",""5"",""3"",""6"",""2"",""2"",""1"",""0"",""4"""
"2,""1475"",""Gimnasio Universidad de Panama Transismica"",""Panamá"",""Panamá"",""Bella Vista"",""1"",""0"",""2"",""3"",""3"",""3"",""3"",""1"",""1"",""2"",""3"",""2"",""2"",""2"",""1"",""0"",""2"",""3"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""0"",""1"""
